label,vars,var0_min,var0_max,var1_min,var1_max,value,stat_up,stat_down,syst_up,syst_down
Ele25_eta2p1_WPTight_Gsf,pt_eta,2.50000000000000000000e+01,2.80000000000000000000e+01,-2.00000000000000011102e-01,0.00000000000000000000e+00,7.05707270839624589698e-01,1.93809345711788150179e-02,1.93809345711788150179e-02,0.00000000000000000000e+00,0.00000000000000000000e+00
Ele25_eta2p1_WPTight_Gsf,pt_eta,2.50000000000000000000e+01,2.80000000000000000000e+01,0.00000000000000000000e+00,2.00000000000000011102e-01,7.00435844670304397219e-01,1.98827497269343997366e-02,1.98827497269343997366e-02,0.00000000000000000000e+00,0.00000000000000000000e+00
Ele25_eta2p1_WPTight_Gsf,pt_eta,2.50000000000000000000e+01,2.80000000000000000000e+01,2.00000000000000011102e-01,4.00000000000000022204e-01,7.65074964229223608569e-01,2.03000647621382999952e-02,2.03000647621382999952e-02,0.00000000000000000000e+00,0.00000000000000000000e+00
Ele25_eta2p1_WPTight_Gsf,pt_eta,2.50000000000000000000e+01,2.80000000000000000000e+01,4.00000000000000022204e-01,5.99999999999999977796e-01,8.21309904432711013200e-01,2.22454645663938271882e-02,2.22454645663938271882e-02,0.00000000000000000000e+00,0.00000000000000000000e+00
Ele25_eta2p1_WPTight_Gsf,pt_eta,2.50000000000000000000e+01,2.80000000000000000000e+01,5.99999999999999977796e-01,8.00000000000000044409e-01,8.40439696315087858558e-01,2.30761659768863383602e-02,2.30761659768863383602e-02,0.00000000000000000000e+00,0.00000000000000000000e+00
Ele25_eta2p1_WPTight_Gsf,pt_eta,2.50000000000000000000e+01,2.80000000000000000000e+01,8.00000000000000044409e-01,1.10000000000000008882e+00,8.15621704415987691661e-01,2.08112624958543337983e-02,2.08112624958543337983e-02,0.00000000000000000000e+00,0.00000000000000000000e+00
Ele25_eta2p1_WPTight_Gsf,pt_eta,2.50000000000000000000e+01,2.80000000000000000000e+01,1.10000000000000008882e+00,1.44419999999999992824e+00,6.44098667524674373119e-01,1.73258858654192493542e-02,1.73258858654192493542e-02,0.00000000000000000000e+00,0.00000000000000000000e+00
Ele25_eta2p1_WPTight_Gsf,pt_eta,2.50000000000000000000e+01,2.80000000000000000000e+01,1.44419999999999992824e+00,1.56600000000000005862e+00,6.94800706653942445890e-01,3.78976428723072633620e-02,3.78976428723072633620e-02,0.00000000000000000000e+00,0.00000000000000000000e+00
Ele25_eta2p1_WPTight_Gsf,pt_eta,2.50000000000000000000e+01,2.80000000000000000000e+01,1.56600000000000005862e+00,1.80000000000000004441e+00,7.11484929954216638315e-01,2.34171438906068674068e-02,2.34171438906068674068e-02,0.00000000000000000000e+00,0.00000000000000000000e+00
Ele25_eta2p1_WPTight_Gsf,pt_eta,2.50000000000000000000e+01,2.80000000000000000000e+01,1.80000000000000004441e+00,2.10000000000000008882e+00,6.59990462037228331482e-01,2.00018079814703667041e-02,2.00018079814703667041e-02,0.00000000000000000000e+00,0.00000000000000000000e+00
Ele25_eta2p1_WPTight_Gsf,pt_eta,2.80000000000000000000e+01,3.00000000000000000000e+01,-2.33333333333333348136e+00,-2.10000000000000008882e+00,0.00000000000000000000e+00,0.00000000000000000000e+00,0.00000000000000000000e+00,0.00000000000000000000e+00,0.00000000000000000000e+00
Ele25_eta2p1_WPTight_Gsf,pt_eta,2.80000000000000000000e+01,3.00000000000000000000e+01,-2.10000000000000008882e+00,-1.80000000000000004441e+00,8.85834052731471310871e-01,2.55326133586247158713e-02,2.55326133586247158713e-02,0.00000000000000000000e+00,0.00000000000000000000e+00
Ele25_eta2p1_WPTight_Gsf,pt_eta,2.80000000000000000000e+01,3.00000000000000000000e+01,-1.80000000000000004441e+00,-1.56600000000000005862e+00,8.47881376602748870752e-01,2.53448757247306706575e-02,2.53448757247306706575e-02,0.00000000000000000000e+00,0.00000000000000000000e+00
